sentence,aspect_term,sentiment,source_file
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",speakers,positive,Laptop_Train_v2.xml
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",subwoofer,positive,Laptop_Train_v2.xml
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",extended life battery,neutral,Laptop_Train_v2.xml
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",Docking port,neutral,Laptop_Train_v2.xml
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",bluetooth mouse,neutral,Laptop_Train_v2.xml
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",bluetooth enabled,negative,Laptop_Train_v2.xml
"My MacBook Pro works like a dream, it has never overheated, or even been slightly warm for that matter.",works,positive,Laptop_Train_v2.xml
PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote.,Keynote,neutral,Laptop_Train_v2.xml
PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote.,Powerpoint program,neutral,Laptop_Train_v2.xml
"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",size,positive,Laptop_Train_v2.xml
"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",size,positive,Laptop_Train_v2.xml
"It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.",browser,neutral,Laptop_Train_v2.xml
"Easy to carry, can be taken anywhere, can be hooked up to printers,headsets.",carry,positive,Laptop_Train_v2.xml
also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,keyboard,negative,Laptop_Train_v2.xml
also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,keyboard,negative,Laptop_Train_v2.xml
"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",programs,negative,Laptop_Train_v2.xml
"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",drivers,negative,Laptop_Train_v2.xml
Love that it doesn't take up space like a regular computer.,space,positive,Laptop_Train_v2.xml
Asked the customer service rep.,customer service rep,neutral,Laptop_Train_v2.xml
"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",genius bar staff,negative,Laptop_Train_v2.xml
"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",fan,neutral,Laptop_Train_v2.xml
"So, I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.",boot up,neutral,Laptop_Train_v2.xml
"Just keep in mind the graphics is not dedicated so loading the movie almost took a minute, but it ran fairly smooth for a non-dedicated graphics card.",graphics,conflict,Laptop_Train_v2.xml
"Just keep in mind the graphics is not dedicated so loading the movie almost took a minute, but it ran fairly smooth for a non-dedicated graphics card.",non-dedicated graphics card,conflict,Laptop_Train_v2.xml
"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",Mouse Cable,negative,Laptop_Train_v2.xml
"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",mouse,negative,Laptop_Train_v2.xml
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",RAM slots,neutral,Laptop_Train_v2.xml
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",HDD Bays,neutral,Laptop_Train_v2.xml
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",16GB RAM support,neutral,Laptop_Train_v2.xml
"-4 RAM slots, 2 HDD Bays*, 16GB RAM support -No Wireless Issues, at least for me.",Wireless,positive,Laptop_Train_v2.xml
I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.,ASUS TECH SUPPORT,negative,Laptop_Train_v2.xml
"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",screen,negative,Laptop_Train_v2.xml
"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",screen,negative,Laptop_Train_v2.xml
"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.",display,negative,Laptop_Train_v2.xml
"the mouse on the pad, the left button always sticks.",mouse on the pad,neutral,Laptop_Train_v2.xml
"the mouse on the pad, the left button always sticks.",left button,negative,Laptop_Train_v2.xml
  i have tried to charge on different batteries with no luck.,batteries,negative,Laptop_Train_v2.xml
"I would recommend this computer to anyone searching for the perfect laptop, and the battery life is amazing.",battery life,positive,Laptop_Train_v2.xml
"We use the built in tools often, iTunes is open nearly every day and works great with my iPhone.",built in tools,neutral,Laptop_Train_v2.xml
"We use the built in tools often, iTunes is open nearly every day and works great with my iPhone.",iTunes,positive,Laptop_Train_v2.xml
the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,size,positive,Laptop_Train_v2.xml
True quality at a great price!,quality,positive,Laptop_Train_v2.xml
True quality at a great price!,price,positive,Laptop_Train_v2.xml
Not easy to carry.,carry,negative,Laptop_Train_v2.xml
The programs that come standard with the Leopard running system are enough for the average person to run all the basics.,programs,positive,Laptop_Train_v2.xml
The programs that come standard with the Leopard running system are enough for the average person to run all the basics.,Leopard running system,neutral,Laptop_Train_v2.xml
"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center"".",LG service center,negative,Laptop_Train_v2.xml
"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center"".",service center,negative,Laptop_Train_v2.xml
"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center"".",service,negative,Laptop_Train_v2.xml
The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,Material,positive,Laptop_Train_v2.xml
The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,Specs,negative,Laptop_Train_v2.xml
The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,performs,positive,Laptop_Train_v2.xml
"After doing extensive research, macconnection had the lowest price on the 15"" MBP i5.",price,positive,Laptop_Train_v2.xml
I am ADDICTED to photo booth!,photo booth,positive,Laptop_Train_v2.xml
"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",operating system,positive,Laptop_Train_v2.xml
"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",user interface,positive,Laptop_Train_v2.xml
"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",multi-touch track pad,positive,Laptop_Train_v2.xml
Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,Hard disk,neutral,Laptop_Train_v2.xml
Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,hard disk space,positive,Laptop_Train_v2.xml
Hard disk - The new editions gives you more hard disk space (500GB instead of 320GB) but time has taught me never to trust an internal hard disk.,internal hard disk,neutral,Laptop_Train_v2.xml
It is extremely portable and easily connects to WIFI at the library and elsewhere.,connects to WIFI,positive,Laptop_Train_v2.xml
"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.",applications,positive,Laptop_Train_v2.xml
"First things first, Macbook pro has many applications to make life easier, unlike the windows computers.",windows,negative,Laptop_Train_v2.xml
And the screen on this thing is absolutely amazing for high quality videos and movies and gaming.,screen,positive,Laptop_Train_v2.xml
And the screen on this thing is absolutely amazing for high quality videos and movies and gaming.,gaming,positive,Laptop_Train_v2.xml
"  I considered I may have too much on the computer, but after looking, there was plenty of space and that is not the issue.",space,positive,Laptop_Train_v2.xml
I don't use my laptop in a way though that needs a long battery life so it's perfect for me.,battery life,conflict,Laptop_Train_v2.xml
  i must keep it plugged in at all times because it will not keep a charge for longer than four minutes.,charge,negative,Laptop_Train_v2.xml
"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.",power adapter,negative,Laptop_Train_v2.xml
"I saw walmart had the same computer for about $650 but still knowing what I know now,I would not buy it at that price.",price,negative,Laptop_Train_v2.xml
"Of course, for a student, weight is always an issue.",weight,neutral,Laptop_Train_v2.xml
"Now mainboard is broken, have to wait for a new one.",mainboard,negative,Laptop_Train_v2.xml
"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",speed,negative,Laptop_Train_v2.xml
"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",hard drive,neutral,Laptop_Train_v2.xml
"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.",500gb external hard drive,neutral,Laptop_Train_v2.xml
2.The wireless card is low quality.,wireless card,negative,Laptop_Train_v2.xml
They also use two totally different operating systems.,operating systems,neutral,Laptop_Train_v2.xml
They are about the same size keys.,keys,neutral,Laptop_Train_v2.xml
I wasn't really as concerned about portability (it's a very large laptop) but it's not hard to move around or take on a trip which was a pleasant surprise.,portability,conflict,Laptop_Train_v2.xml
"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.",accessories,negative,Laptop_Train_v2.xml
"They offer the best warranty in the business, and don't 3rd party it out like Toshiba.",warranty,positive,Laptop_Train_v2.xml
The only problems are the sound isnt very loud I have to wear headphones.,sound,negative,Laptop_Train_v2.xml
Again- windows based machines were not giving me anything to work with!,windows,negative,Laptop_Train_v2.xml
"everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.",system,neutral,Laptop_Train_v2.xml
i love the size of the computer since i play games on it.,size,positive,Laptop_Train_v2.xml
i love the size of the computer since i play games on it.,games,neutral,Laptop_Train_v2.xml
"You know, using the computer should be fun, not aggrevation, especially when you are playing games or working with photos.",playing games,neutral,Laptop_Train_v2.xml
There are no viruses or spyware to worry about like on a Windows computer.,Windows,negative,Laptop_Train_v2.xml
To be honest i think it was faulty equipment or something but idk.,equipment,negative,Laptop_Train_v2.xml
"I also love the small, convenient size of my laptop, making it a perfect tool for my academic studies.",size,positive,Laptop_Train_v2.xml
"I love its solid build, light wt and excellent battery life (for now).",build,positive,Laptop_Train_v2.xml
"I love its solid build, light wt and excellent battery life (for now).",wt,positive,Laptop_Train_v2.xml
"I love its solid build, light wt and excellent battery life (for now).",battery life,positive,Laptop_Train_v2.xml
"while about 8 years ago, I hope that the quality has changed.",quality,negative,Laptop_Train_v2.xml
"The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.",Apple navigation,neutral,Laptop_Train_v2.xml
"The difference is it's a whole lot of fun using the laptop now, still learning the Apple navigation, but is fun and comes with a lot of cool apps.",apps,positive,Laptop_Train_v2.xml
-I propose that I can just swap the hard drives.,hard drives,neutral,Laptop_Train_v2.xml
"The battery holds up well, it's built very solidly, and runs fast.",battery,positive,Laptop_Train_v2.xml
"The battery holds up well, it's built very solidly, and runs fast.",built,positive,Laptop_Train_v2.xml
"The battery holds up well, it's built very solidly, and runs fast.",runs,positive,Laptop_Train_v2.xml
Sound card is limited though.,Sound card,negative,Laptop_Train_v2.xml
This is a nicely sized laptop with lots of processing power and long battery life.,processing power,positive,Laptop_Train_v2.xml
This is a nicely sized laptop with lots of processing power and long battery life.,battery life,positive,Laptop_Train_v2.xml
This is a nicely sized laptop with lots of processing power and long battery life.,sized,positive,Laptop_Train_v2.xml
  The only thing I can imagine is that Sony jumped on early specifications for Vista requirements from Microsoft and designed it to those inadequate requirements.,Vista,negative,Laptop_Train_v2.xml
"The keyboard, which generally felt okay even for someone used to a desktop keyboard, now looks terrible.",keyboard,conflict,Laptop_Train_v2.xml
"The keyboard, which generally felt okay even for someone used to a desktop keyboard, now looks terrible.",desktop keyboard,neutral,Laptop_Train_v2.xml
The display is awesome.,display,positive,Laptop_Train_v2.xml
The mouse is a little bit different than what you're used to though- it has one big flat panel and one full bar (instead of two separate ones) to click with- but you get used to it quite quickly.,mouse,conflict,Laptop_Train_v2.xml
It took several weeks just to get them to acknowledge that I owned the warranty.,warranty,negative,Laptop_Train_v2.xml
The keyboard is like no other laptop keyboard.,keyboard,neutral,Laptop_Train_v2.xml
The keyboard is like no other laptop keyboard.,keyboard,neutral,Laptop_Train_v2.xml
-Computer crashed frequently and battery life decreased very quickly.,battery life,negative,Laptop_Train_v2.xml
-I propose that they can just swap the hard drives.,hard drives,neutral,Laptop_Train_v2.xml
Every driver on the drivers/applications DVD is everything you will need for a reload.,driver,positive,Laptop_Train_v2.xml
Every driver on the drivers/applications DVD is everything you will need for a reload.,drivers/applications DVD,positive,Laptop_Train_v2.xml
I called their repair depot as was told they would send Me a new box to return the computer to the repair depot.,repair depot,neutral,Laptop_Train_v2.xml
I called their repair depot as was told they would send Me a new box to return the computer to the repair depot.,repair depot,neutral,Laptop_Train_v2.xml
It's also fairly easy to use the Operating System.,Operating System,positive,Laptop_Train_v2.xml
"I know that ASUS is known for making motherboards, but this is the worst computer experience that I have ever had.",motherboards,conflict,Laptop_Train_v2.xml
We figure that after everything HIS pc actually ended up costing $350 more than my original Mac.,costing,negative,Laptop_Train_v2.xml
So having the AC plug go out on me and get lose or I could actually here it inside my computer on two of the three times is not good.,AC plug,negative,Laptop_Train_v2.xml
Peformance is good for the price.,Peformance,positive,Laptop_Train_v2.xml
Peformance is good for the price.,price,positive,Laptop_Train_v2.xml
The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba.,shipping,negative,Laptop_Train_v2.xml
Summary: HP knew they were shipping out bad BIOS and did nothing proactive to resolve it.,BIOS,negative,Laptop_Train_v2.xml
I had 3 months when the ports started going out.,ports,negative,Laptop_Train_v2.xml
"The improvements to the OS have been relatively gradual, but substantive.",OS,positive,Laptop_Train_v2.xml
It is super easy to use.,use,positive,Laptop_Train_v2.xml
Many of my classmates computers hard drives crashed.,hard drives,negative,Laptop_Train_v2.xml
Ease of use is just one of the benefits I love about my Mac.,use,positive,Laptop_Train_v2.xml
"I wouldn't play a first-person shooter with this, mind, but if you wanted to run MS Office, email, chat, download a video, listen to music from a certain fruit-named music store, and were looking for a highly portable yet powerful netbook to do that all in, I'd highly recommend checking this out.",MS Office,neutral,Laptop_Train_v2.xml
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",shipping,positive,Laptop_Train_v2.xml
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",price,positive,Laptop_Train_v2.xml
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",budget,positive,Laptop_Train_v2.xml
The sheer power and flexibility makes the MacBook Pro a must have for any techie!,power,positive,Laptop_Train_v2.xml
The sheer power and flexibility makes the MacBook Pro a must have for any techie!,flexibility,positive,Laptop_Train_v2.xml
The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,HDMI port,negative,Laptop_Train_v2.xml
The notebook is lacking a HDMI port and a S-video port that would enable one to hook it to a TV.,S-video port,negative,Laptop_Train_v2.xml
The speakers on it are useless too.,speakers,negative,Laptop_Train_v2.xml
Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos.,Battery,neutral,Laptop_Train_v2.xml
Battery is lasting about 6 hours as I am surfing the web on Sundays while checking football scores and watching funny Youtube videos.,surfing the web,neutral,Laptop_Train_v2.xml
Iphoto is great for adding pictures right to facebook and other social networking sites.,Iphoto,positive,Laptop_Train_v2.xml
"In early May I got it back and this time I only had it back for 1 day before it had a NEW issue so it was sent back in for the 6th time they ""expedited"" the repairs so I was only supposed to have to be without it for 3 days and it was supposed to be fixed, by a ""Senior Tech"".",Senior Tech,negative,Laptop_Train_v2.xml
"Some features arent friendly ( volume wheel, sound quality, etc.",volume wheel,negative,Laptop_Train_v2.xml
"Some features arent friendly ( volume wheel, sound quality, etc.",sound quality,negative,Laptop_Train_v2.xml
"Some features arent friendly ( volume wheel, sound quality, etc.",features,negative,Laptop_Train_v2.xml
"A cheaper price should not equal a ""cheap"" product.",price,positive,Laptop_Train_v2.xml
"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",manual,neutral,Laptop_Train_v2.xml
"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",hard drive,neutral,Laptop_Train_v2.xml
Thank you Best Buy for putting my computer together and installing my first software - you guys were GREAT too!,software,neutral,Laptop_Train_v2.xml
Adjust the sensitivity since it's not that responsive to begin with.,sensitivity,negative,Laptop_Train_v2.xml
"After a couple of years, my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery.",battery life,conflict,Laptop_Train_v2.xml
"After a couple of years, my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery.",battery,negative,Laptop_Train_v2.xml
"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",battery life,negative,Laptop_Train_v2.xml
"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",case,negative,Laptop_Train_v2.xml
"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",core applications,negative,Laptop_Train_v2.xml
"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",system,negative,Laptop_Train_v2.xml
  Later it held zero charge and its replacement worked for less than three months.,charge,negative,Laptop_Train_v2.xml
  The company sent me a whole new cord overnight and apologized.,cord,positive,Laptop_Train_v2.xml
It's even easy to hook up to other wireless networks.,hook up to other wireless networks,positive,Laptop_Train_v2.xml
"  Also, I have had alot of trouble with the shift key to go to other lines.",shift key,negative,Laptop_Train_v2.xml
"The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.",rep,negative,Laptop_Train_v2.xml
It gives me the power and speed that I need to run all the programs I use to edit.,power,positive,Laptop_Train_v2.xml
It gives me the power and speed that I need to run all the programs I use to edit.,speed,positive,Laptop_Train_v2.xml
It gives me the power and speed that I need to run all the programs I use to edit.,programs,neutral,Laptop_Train_v2.xml
iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,iLife,positive,Laptop_Train_v2.xml
iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,Microsoft Office,neutral,Laptop_Train_v2.xml
"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",portability,positive,Laptop_Train_v2.xml
"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",longevity,positive,Laptop_Train_v2.xml
"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",use,positive,Laptop_Train_v2.xml
  Again I sent it back and they replaced the motherboard and some fan inside.,motherboard,neutral,Laptop_Train_v2.xml
  Again I sent it back and they replaced the motherboard and some fan inside.,fan,neutral,Laptop_Train_v2.xml
"Fully charged, the MacBook Pro can last about five hours unplugged.",charged,positive,Laptop_Train_v2.xml
"Even though it is much more expensive than many PC laptops, it is worth the price.",price,conflict,Laptop_Train_v2.xml
"I know there are way better laptops out there for the same price, and why spend money on shit when you can go out and get yourself a perfectly decent laptop that doesnt suck total monkey balls.",price,neutral,Laptop_Train_v2.xml
"For me, keys were starting to get stuck and wouldn't type very well.",keys,negative,Laptop_Train_v2.xml
can't reinstall with standard os cd because of proprietary hardware drivers.,standard os cd,negative,Laptop_Train_v2.xml
can't reinstall with standard os cd because of proprietary hardware drivers.,proprietary hardware drivers,negative,Laptop_Train_v2.xml
"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.",battery,neutral,Laptop_Train_v2.xml
"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.",charge,negative,Laptop_Train_v2.xml
The computer was two weeks late in delivery because HP forgot to complete the required import paperwork.,delivery,negative,Laptop_Train_v2.xml
The first programm I switched on was a game for my children.,programm,neutral,Laptop_Train_v2.xml
I have been very pleased with the performance of this laptop.,performance,positive,Laptop_Train_v2.xml
"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;",battery life,positive,Laptop_Train_v2.xml
"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;",response,positive,Laptop_Train_v2.xml
"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;",Internet focused activity,neutral,Laptop_Train_v2.xml
Its very nice and once you learn the features you will be so happy to have such a sophisticated computer.,features,neutral,Laptop_Train_v2.xml
It is sleek and lightweight and charges quickly when needed.,charges,positive,Laptop_Train_v2.xml
"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",size,positive,Laptop_Train_v2.xml
"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",look,positive,Laptop_Train_v2.xml
"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",feature,positive,Laptop_Train_v2.xml
"also you may need to charge it once a day, if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.",charge,neutral,Laptop_Train_v2.xml
( The iBook backup also uses a firewire connection).,iBook backup,neutral,Laptop_Train_v2.xml
( The iBook backup also uses a firewire connection).,firewire connection,neutral,Laptop_Train_v2.xml
"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.",camera,neutral,Laptop_Train_v2.xml
"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.",specifications,neutral,Laptop_Train_v2.xml
Also the display is exceptional!,display,positive,Laptop_Train_v2.xml
The computer was shipped to their repair depot  on june 24 and returned on July 2 seems like a short turn around time except the computer was not repaired when it was returned.,repair depot,neutral,Laptop_Train_v2.xml
Learning all of the keyboard shortcuts only took a few minutes to get used to as some of the shortcuts are the same on Windows machines.,keyboard shortcuts,positive,Laptop_Train_v2.xml
Learning all of the keyboard shortcuts only took a few minutes to get used to as some of the shortcuts are the same on Windows machines.,shortcuts,neutral,Laptop_Train_v2.xml
little short on RAM but you get what you pay for.,RAM,negative,Laptop_Train_v2.xml
"It didn't come with any software installed outside of windows media, but for the price, I was very pleased with the condition and the overall product.",software,negative,Laptop_Train_v2.xml
"It didn't come with any software installed outside of windows media, but for the price, I was very pleased with the condition and the overall product.",windows media,neutral,Laptop_Train_v2.xml
"It didn't come with any software installed outside of windows media, but for the price, I was very pleased with the condition and the overall product.",price,positive,Laptop_Train_v2.xml
"THEN, one month after the warranty expired, the replacement charger went.",warranty,neutral,Laptop_Train_v2.xml
"THEN, one month after the warranty expired, the replacement charger went.",replacement charger,negative,Laptop_Train_v2.xml
"I love a ""pc"" but I was ready for a change and tired of the windows system.",windows system,negative,Laptop_Train_v2.xml
"Your cursor will end up all over the freaking place,,,it's not uncommon for me to accidentally delete words, sentences, paragraphs because of this mousepad.",cursor,negative,Laptop_Train_v2.xml
"Your cursor will end up all over the freaking place,,,it's not uncommon for me to accidentally delete words, sentences, paragraphs because of this mousepad.",mousepad,negative,Laptop_Train_v2.xml
"Other installed features, such as certain printer software, are also most attractive.",features,positive,Laptop_Train_v2.xml
"Other installed features, such as certain printer software, are also most attractive.",printer software,positive,Laptop_Train_v2.xml
"I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well.",power,neutral,Laptop_Train_v2.xml
"I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well.",memory,neutral,Laptop_Train_v2.xml
"I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well.",speed,neutral,Laptop_Train_v2.xml
"It had a seventeen inch screen which I wanted, but I didn't realize at the time it would be such a monster!",seventeen inch screen,conflict,Laptop_Train_v2.xml
"Even doing so, the hinge may just be slightly tightened only.",hinge,neutral,Laptop_Train_v2.xml
"company provides UPS shipping, fast, great!",shipping,positive,Laptop_Train_v2.xml
I would tell the technician I knew exactly what was wrong with it but they did not listen and I had to go through a bunch of junk to get them to tell me I needed to send the computer in.,technician,negative,Laptop_Train_v2.xml
"  Then I've fixed the DC jack (inside the unit), rewired the DC jack to the OUTside of the laptop, replaced the power brick.",DC jack,neutral,Laptop_Train_v2.xml
"  Then I've fixed the DC jack (inside the unit), rewired the DC jack to the OUTside of the laptop, replaced the power brick.",DC jack,neutral,Laptop_Train_v2.xml
"  Then I've fixed the DC jack (inside the unit), rewired the DC jack to the OUTside of the laptop, replaced the power brick.",power brick,neutral,Laptop_Train_v2.xml
"It is easy to use, has great screen quality, and every so light weight.",screen quality,positive,Laptop_Train_v2.xml
"It is easy to use, has great screen quality, and every so light weight.",use,positive,Laptop_Train_v2.xml
"Great product, very easy to use and great graphics.",graphics,positive,Laptop_Train_v2.xml
"Great product, very easy to use and great graphics.",use,positive,Laptop_Train_v2.xml
The iLife software that comes with the computer is so simple to use and produces a great finished product.,iLife software,positive,Laptop_Train_v2.xml
The iLife software that comes with the computer is so simple to use and produces a great finished product.,use,positive,Laptop_Train_v2.xml
The built-in webcam is great for Skype and similar video-chat services.,built-in webcam,positive,Laptop_Train_v2.xml
The shop will definitely push the problem to the service center.,service center,neutral,Laptop_Train_v2.xml
"PC users work in Word, while Mac users work in Pages.",Word,neutral,Laptop_Train_v2.xml
"PC users work in Word, while Mac users work in Pages.",Pages,neutral,Laptop_Train_v2.xml
"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.",applications,positive,Laptop_Train_v2.xml
"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.",internet,neutral,Laptop_Train_v2.xml
"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.",gaming,neutral,Laptop_Train_v2.xml
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.","17"" inch screen",positive,Laptop_Train_v2.xml
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.",price-point,positive,Laptop_Train_v2.xml
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.",appearance,positive,Laptop_Train_v2.xml
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.",boots up,positive,Laptop_Train_v2.xml
"This laptop looks great on the surface: 17"" inch screen, good  price-point, nice appearance, boots up quickly, runs fast etc.",runs,positive,Laptop_Train_v2.xml
"The apple systems are over priced luxurys that arn't worth what they are being charged for, this model's specifications are far from being impressive and they only thing you get out of this is the apple name.",specifications,negative,Laptop_Train_v2.xml
