sentence,aspect_term,sentiment,source_file
It seemed to be a very nice laptop except I was not able to load my Garmin GPS software or Microsoft Office 2003.,Microsoft Office 2003,negative,data/semeval_2014_absa.csv
I've also had to have the keyboard replaced at my expense.,keyboard,negative,data/semeval_2014_absa.csv
"I had the staff telling me older version did not make the fan noise cause it is a ""different"" computer.",staff,negative,data/semeval_2014_absa.csv
"I had the staff telling me older version did not make the fan noise cause it is a ""different"" computer.",fan noise,negative,data/semeval_2014_absa.csv
Was very much worth the price i paid.,price,positive,data/semeval_2014_absa.csv
Even out of warranty!,warranty,neutral,data/semeval_2014_absa.csv
This is a great little computer for the price.,price,positive,data/semeval_2014_absa.csv
"Crisp screen, great battery life, and plenty of storage.",screen,positive,data/semeval_2014_absa.csv
"Crisp screen, great battery life, and plenty of storage.",battery life,positive,data/semeval_2014_absa.csv
"Crisp screen, great battery life, and plenty of storage.",storage,positive,data/semeval_2014_absa.csv
"All apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed.",apple associates,positive,data/semeval_2014_absa.csv
"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.",screen,negative,data/semeval_2014_absa.csv
The Toshiba Satellite has been more than I expected for the price.,price,positive,data/semeval_2014_absa.csv
"I had to adjust my mousepad sensitivity, because it is very sensitive.",mousepad sensitivity,negative,data/semeval_2014_absa.csv
"I wish iWork or MS Office came with the Mac, but MS Office doesn't even come with most pc laptops.",iWork,negative,data/semeval_2014_absa.csv
"I wish iWork or MS Office came with the Mac, but MS Office doesn't even come with most pc laptops.",MS Office,negative,data/semeval_2014_absa.csv
Keyboard is plastic and spongey feeling.,Keyboard,negative,data/semeval_2014_absa.csv
"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system.",mac osx,positive,data/semeval_2014_absa.csv
"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system.",operating system,positive,data/semeval_2014_absa.csv
i also love having the extra calculator number set up on the keyboard which most laptops do not have.,keyboard,positive,data/semeval_2014_absa.csv
Because he said that the hinge is under the motherboard and they have to dismantle the whole thing before it can be tightened.,hinge,negative,data/semeval_2014_absa.csv
Because he said that the hinge is under the motherboard and they have to dismantle the whole thing before it can be tightened.,motherboard,neutral,data/semeval_2014_absa.csv
You can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever.,surfing the web,positive,data/semeval_2014_absa.csv
"I love my Apple, it is quick and easy to use.",use,positive,data/semeval_2014_absa.csv
With notes saying they replaced the hard drive.,hard drive,neutral,data/semeval_2014_absa.csv
"The laptop is relatively simple to use, though I bought  Macs for Dummies,  which is well worth $2",use,positive,data/semeval_2014_absa.csv
"Can't close the 2nd HDD bay since there are brackets you have to break off (even then, it still doesn't shut) That could be a major flaw for the dual HDD user.",HDD bay,negative,data/semeval_2014_absa.csv
No tutorials on the display.,tutorials,negative,data/semeval_2014_absa.csv
"The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.",leather carrying case,neutral,data/semeval_2014_absa.csv
"The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.",keyboard,neutral,data/semeval_2014_absa.csv
"The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.",mouse,neutral,data/semeval_2014_absa.csv
The touch pad is among the best.,touch pad,positive,data/semeval_2014_absa.csv
"Thus, when you carry it at a slanted angle, the screen will ""topple"" or ""slide"" down, if you understand what I mean.",screen,negative,data/semeval_2014_absa.csv
It's now all commodity hardware.,commodity hardware,neutral,data/semeval_2014_absa.csv
"We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.",Paralles,neutral,data/semeval_2014_absa.csv
"We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.",Windows XP Professional,neutral,data/semeval_2014_absa.csv
"We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.",Windows 7 Home Premium,neutral,data/semeval_2014_absa.csv
"We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.",Windows Server Enterprise 2003,neutral,data/semeval_2014_absa.csv
"We also use Paralles so we can run virtual machines of Windows XP Professional, Windows 7 Home Premium, Windows Server Enterprise 2003, and Windows Server 2008 Enterprise.",Windows Server 2008 Enterprise,neutral,data/semeval_2014_absa.csv
"How Toshiba handles the repair seems to vary, some folks  indicate that they were charged for even an intial fix, others had the  repair done 5 times.",repair,conflict,data/semeval_2014_absa.csv
"How Toshiba handles the repair seems to vary, some folks  indicate that they were charged for even an intial fix, others had the  repair done 5 times.",repair,positive,data/semeval_2014_absa.csv
I would like to use a different operating system altogether.,operating system,neutral,data/semeval_2014_absa.csv
But the staff was so horrible to us.,staff,negative,data/semeval_2014_absa.csv
"To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.",food,positive,data/semeval_2014_absa.csv
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",food,positive,data/semeval_2014_absa.csv
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",kitchen,positive,data/semeval_2014_absa.csv
"The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.",menu,neutral,data/semeval_2014_absa.csv
"Not only was the food outstanding, but the little 'perks' were great.",food,positive,data/semeval_2014_absa.csv
"Not only was the food outstanding, but the little 'perks' were great.",perks,positive,data/semeval_2014_absa.csv
Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,orrechiete with sausage and chicken,positive,data/semeval_2014_absa.csv
Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,waiters,positive,data/semeval_2014_absa.csv
Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,meats,neutral,data/semeval_2014_absa.csv
Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).,dish,neutral,data/semeval_2014_absa.csv
"The Bagels have an outstanding taste with a terrific texture, both chewy yet not gummy.",Bagels,positive,data/semeval_2014_absa.csv
Nevertheless the food itself is pretty good.,food,positive,data/semeval_2014_absa.csv
"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",toast,negative,data/semeval_2014_absa.csv
"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",mayonnaise,negative,data/semeval_2014_absa.csv
"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",bacon,negative,data/semeval_2014_absa.csv
"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",cheese,neutral,data/semeval_2014_absa.csv
"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",ingredients,negative,data/semeval_2014_absa.csv
"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",plate,neutral,data/semeval_2014_absa.csv
"They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.",omelet,neutral,data/semeval_2014_absa.csv
"It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!",drinks,neutral,data/semeval_2014_absa.csv
"It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!",check,neutral,data/semeval_2014_absa.csv
The design and atmosphere is just as good.,design,positive,data/semeval_2014_absa.csv
The design and atmosphere is just as good.,atmosphere,positive,data/semeval_2014_absa.csv
He has visited Thailand and is quite expert on the cuisine.,cuisine,positive,data/semeval_2014_absa.csv
The pizza is the best if you like thin crusted pizza.,pizza,positive,data/semeval_2014_absa.csv
The pizza is the best if you like thin crusted pizza.,thin crusted pizza,neutral,data/semeval_2014_absa.csv
"All the money went into the interior decoration, none of it went to the chefs.",interior decoration,positive,data/semeval_2014_absa.csv
"All the money went into the interior decoration, none of it went to the chefs.",chefs,negative,data/semeval_2014_absa.csv
The seats are uncomfortable if you are sitting against the wall on wooden benches.,seats,negative,data/semeval_2014_absa.csv
"I asked for seltzer with lime, no ice.",seltzer with lime,neutral,data/semeval_2014_absa.csv
"Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.",pickles,positive,data/semeval_2014_absa.csv
"Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.",selection of meats and seafoods,positive,data/semeval_2014_absa.csv
My suggestion is to eat family style because you'll want to try the other dishes.,dishes,neutral,data/semeval_2014_absa.csv
My suggestion is to eat family style because you'll want to try the other dishes.,eat family style,positive,data/semeval_2014_absa.csv
"Best of all is the warm vibe, the owner is super friendly and service is fast.",vibe,positive,data/semeval_2014_absa.csv
"Best of all is the warm vibe, the owner is super friendly and service is fast.",owner,positive,data/semeval_2014_absa.csv
"Best of all is the warm vibe, the owner is super friendly and service is fast.",service,positive,data/semeval_2014_absa.csv
Faan's got a great concept but a little rough on the delivery.,delivery,negative,data/semeval_2014_absa.csv
"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.",food,positive,data/semeval_2014_absa.csv
"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.",atmosphere,positive,data/semeval_2014_absa.csv
"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.",service,positive,data/semeval_2014_absa.csv
"Great food at REASONABLE prices, makes for an evening that can't be beat!",food,positive,data/semeval_2014_absa.csv
"Great food at REASONABLE prices, makes for an evening that can't be beat!",prices,positive,data/semeval_2014_absa.csv
this little place has a cute interior decor and affordable city prices.,interior decor,positive,data/semeval_2014_absa.csv
this little place has a cute interior decor and affordable city prices.,prices,positive,data/semeval_2014_absa.csv
Two words: Free wine.,wine,positive,data/semeval_2014_absa.csv
The price is reasonable although the service is poor.,price,positive,data/semeval_2014_absa.csv
The price is reasonable although the service is poor.,service,negative,data/semeval_2014_absa.csv
"The quantity is also very good, you will come out satisfied.",quantity,positive,data/semeval_2014_absa.csv
"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.",sushi,neutral,data/semeval_2014_absa.csv
"I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.",sushi bar,neutral,data/semeval_2014_absa.csv
The fried rice is amazing here.,fried rice,positive,data/semeval_2014_absa.csv
"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",mussels,positive,data/semeval_2014_absa.csv
"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",puff pastry goat cheese,positive,data/semeval_2014_absa.csv
"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",salad with a delicious dressing,positive,data/semeval_2014_absa.csv
"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",hanger steak au poivre,positive,data/semeval_2014_absa.csv
"Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.",courses,neutral,data/semeval_2014_absa.csv
it's a perfect place to have a amanzing indian food.,indian food,positive,data/semeval_2014_absa.csv
The place is so cool and the service is prompt and curtious.,service,positive,data/semeval_2014_absa.csv
The place is so cool and the service is prompt and curtious.,place,positive,data/semeval_2014_absa.csv
At the end you're left with a mild broth with noodles that you can slurp out of a cup.,broth with noodles,positive,data/semeval_2014_absa.csv
I just wonder how you can have such a delicious meal for such little money.,meal,positive,data/semeval_2014_absa.csv
I just wonder how you can have such a delicious meal for such little money.,money,positive,data/semeval_2014_absa.csv
The food was delicious but do not come here on a empty stomach.,food,conflict,data/semeval_2014_absa.csv
The wine list is excellent.,wine list,positive,data/semeval_2014_absa.csv
"Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).",Thai food,positive,data/semeval_2014_absa.csv
They wouldnt even let me finish my glass of wine before offering another.,glass of wine,neutral,data/semeval_2014_absa.csv
"Whem asked, we had to ask more detailed questions so that we knew what the specials were.",specials,neutral,data/semeval_2014_absa.csv
This is a consistently great place to dine for lunch or dinner.,lunch,neutral,data/semeval_2014_absa.csv
This is a consistently great place to dine for lunch or dinner.,dinner,neutral,data/semeval_2014_absa.csv
This is a consistently great place to dine for lunch or dinner.,dine,positive,data/semeval_2014_absa.csv
"Nice atmosphere, the service was very pleasant and the desert was good.",atmosphere,positive,data/semeval_2014_absa.csv
"Nice atmosphere, the service was very pleasant and the desert was good.",service,positive,data/semeval_2014_absa.csv
"Nice atmosphere, the service was very pleasant and the desert was good.",desert,positive,data/semeval_2014_absa.csv
After really enjoying ourselves at the bar we sat down at a table and had dinner.,bar,positive,data/semeval_2014_absa.csv
After really enjoying ourselves at the bar we sat down at a table and had dinner.,table,neutral,data/semeval_2014_absa.csv
After really enjoying ourselves at the bar we sat down at a table and had dinner.,dinner,neutral,data/semeval_2014_absa.csv
"Fabulous service, fantastic food, and a chilled out atmosphere and environment.",service,positive,data/semeval_2014_absa.csv
"Fabulous service, fantastic food, and a chilled out atmosphere and environment.",food,positive,data/semeval_2014_absa.csv
"Fabulous service, fantastic food, and a chilled out atmosphere and environment.",atmosphere,positive,data/semeval_2014_absa.csv
"Fabulous service, fantastic food, and a chilled out atmosphere and environment.",environment,positive,data/semeval_2014_absa.csv
Try the lasagnette appetizer.,lasagnette appetizer,positive,data/semeval_2014_absa.csv
I liked the beer selection!,beer selection,positive,data/semeval_2014_absa.csv
"Great food, good size menu, great service and an unpretensious setting.",food,positive,data/semeval_2014_absa.csv
"Great food, good size menu, great service and an unpretensious setting.",menu,positive,data/semeval_2014_absa.csv
"Great food, good size menu, great service and an unpretensious setting.",service,positive,data/semeval_2014_absa.csv
"Great food, good size menu, great service and an unpretensious setting.",setting,positive,data/semeval_2014_absa.csv
Go here for a romantic dinner but not for an all out wow dining experience.,dinner,positive,data/semeval_2014_absa.csv
Go here for a romantic dinner but not for an all out wow dining experience.,dining,positive,data/semeval_2014_absa.csv
I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.,Dosa,neutral,data/semeval_2014_absa.csv
Wine list selection is good and wine-by-the-glass was generously filled to the top.,Wine list selection,positive,data/semeval_2014_absa.csv
Wine list selection is good and wine-by-the-glass was generously filled to the top.,wine-by-the-glass,positive,data/semeval_2014_absa.csv
"With the great variety on the menu , I eat here often and never get bored .",menu,positive,data/semeval_2014_absa.csv
The menu is very limited - i think we counted 4 or 5 entrees.,menu,negative,data/semeval_2014_absa.csv
The menu is very limited - i think we counted 4 or 5 entrees.,entrees,negative,data/semeval_2014_absa.csv
The menu is limited but almost all of the dishes are excellent.,menu,negative,data/semeval_2014_absa.csv
The menu is limited but almost all of the dishes are excellent.,dishes,positive,data/semeval_2014_absa.csv
Not too crazy about their sake martini.,sake martini,negative,data/semeval_2014_absa.csv
"Great bagels, spreads and a good place to hang out in.",bagels,positive,data/semeval_2014_absa.csv
"Great bagels, spreads and a good place to hang out in.",spreads,positive,data/semeval_2014_absa.csv
"The service varys from day to day- sometimes they're very nice, and sometimes not.",service,conflict,data/semeval_2014_absa.csv
One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests.,table,neutral,data/semeval_2014_absa.csv
"Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.",food,positive,data/semeval_2014_absa.csv
We always have a delicious meal and always leave feeling satisfied.,meal,positive,data/semeval_2014_absa.csv
"Dip the ingredients in with your chopsticks, swirl them around, and eat.",ingredients,neutral,data/semeval_2014_absa.csv
"Dip the ingredients in with your chopsticks, swirl them around, and eat.",chopsticks,neutral,data/semeval_2014_absa.csv
First went here to enjoy their garden terrace.,garden terrace,positive,data/semeval_2014_absa.csv
The pizza was pretty good and huge.,pizza,positive,data/semeval_2014_absa.csv
"The cuisine from what I've gathered is authentic Taiwanese, though its very different from what I've been accustomed to in Taipei.",cuisine,neutral,data/semeval_2014_absa.csv
I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,atmosphere,positive,data/semeval_2014_absa.csv
They are often crowded on the weekends but they are efficient and accurate with their service.,service,positive,data/semeval_2014_absa.csv
They are often crowded on the weekends but they are efficient and accurate with their service.,crowded,negative,data/semeval_2014_absa.csv
All my co-workers were amazed at how small the dish was.,dish,negative,data/semeval_2014_absa.csv
"The atmosphere is unheralded, the service impecible, and the food magnificant.",atmosphere,positive,data/semeval_2014_absa.csv
"The atmosphere is unheralded, the service impecible, and the food magnificant.",service,positive,data/semeval_2014_absa.csv
"The atmosphere is unheralded, the service impecible, and the food magnificant.",food,positive,data/semeval_2014_absa.csv
"We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.",grilled branzino,negative,data/semeval_2014_absa.csv
"The wait staff is friendly, and the food has gotten better and better!",wait staff,positive,data/semeval_2014_absa.csv
"The wait staff is friendly, and the food has gotten better and better!",food,positive,data/semeval_2014_absa.csv
"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",vibe,positive,data/semeval_2014_absa.csv
"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",French food,positive,data/semeval_2014_absa.csv
"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",packed,negative,data/semeval_2014_absa.csv
Right off the L in Brooklyn this is a nice cozy place with good pizza.,pizza,positive,data/semeval_2014_absa.csv
Right off the L in Brooklyn this is a nice cozy place with good pizza.,place,positive,data/semeval_2014_absa.csv
Le Pere Pinard has a $15 pre-theater menu that is outstanding.,pre-theater menu,positive,data/semeval_2014_absa.csv
I also ordered for delivery and the restaurant forgot half the order.,delivery,negative,data/semeval_2014_absa.csv
I also ordered for delivery and the restaurant forgot half the order.,order,negative,data/semeval_2014_absa.csv
Our server checked on us maybe twice during the entire meal.,server,negative,data/semeval_2014_absa.csv
Our server checked on us maybe twice during the entire meal.,meal,neutral,data/semeval_2014_absa.csv
The strong scents coming from the left and right of me negatively affected my taste buds.,scents,negative,data/semeval_2014_absa.csv
We had the lobster sandwich and it was FANTASTIC.,lobster sandwich,positive,data/semeval_2014_absa.csv
"Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!",check,negative,data/semeval_2014_absa.csv
"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",Spider Roll,conflict,data/semeval_2014_absa.csv
"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",price,positive,data/semeval_2014_absa.csv
"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",shell crab,positive,data/semeval_2014_absa.csv
Deep Fried Skewers are good and still rare to find in NYC.,Deep Fried Skewers,positive,data/semeval_2014_absa.csv
"I have tried to make reservations, but both times, the hostess didn't have my name.",reservations,neutral,data/semeval_2014_absa.csv
"I have tried to make reservations, but both times, the hostess didn't have my name.",hostess,negative,data/semeval_2014_absa.csv
I also recommend the rice dishes or the different varieties of congee (rice porridge).,rice dishes,positive,data/semeval_2014_absa.csv
I also recommend the rice dishes or the different varieties of congee (rice porridge).,congee (rice porridge),positive,data/semeval_2014_absa.csv
Their tuna tartar appetizer is to die for.,tuna tartar appetizer,positive,data/semeval_2014_absa.csv
"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",Food,conflict,data/semeval_2014_absa.csv
"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",chef,positive,data/semeval_2014_absa.csv
"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",fish dishes,positive,data/semeval_2014_absa.csv
"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",soups,positive,data/semeval_2014_absa.csv
"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",kitchen,positive,data/semeval_2014_absa.csv
"An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.",cuisine,positive,data/semeval_2014_absa.csv
"If you love wine and cheese and delicious french fare, you'll love Artisanal!",wine,positive,data/semeval_2014_absa.csv
"If you love wine and cheese and delicious french fare, you'll love Artisanal!",french fare,positive,data/semeval_2014_absa.csv
"If you love wine and cheese and delicious french fare, you'll love Artisanal!",cheese,positive,data/semeval_2014_absa.csv
I love Indian food and consider myself to be quite an expert on it.,Indian food,positive,data/semeval_2014_absa.csv
Some baby pizzas get their wish.,baby pizzas,neutral,data/semeval_2014_absa.csv
Overall A oh ya even though there is waiting it is deff worth it,waiting,negative,data/semeval_2014_absa.csv
The lava cake dessert was incredible and I recommend it.,lava cake dessert,positive,data/semeval_2014_absa.csv
VT is what baby pizzas hope to be when they grow up.,baby pizzas,neutral,data/semeval_2014_absa.csv
"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",service,negative,data/semeval_2014_absa.csv
"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",food,negative,data/semeval_2014_absa.csv
"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.",managers,negative,data/semeval_2014_absa.csv
Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,food,positive,data/semeval_2014_absa.csv
The last time I went we were seated at a table in a corridor next to the kitchen.,table,negative,data/semeval_2014_absa.csv
good selection of wines ranging from affordable to high end.,selection of wines,positive,data/semeval_2014_absa.csv
"Nice restaurant overall, with classic upscale Italian decor.",Italian decor,positive,data/semeval_2014_absa.csv
Not impressed with the food.,food,negative,data/semeval_2014_absa.csv
The entire dining experience was wonderful!,dining experience,positive,data/semeval_2014_absa.csv
The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,wine selection,positive,data/semeval_2014_absa.csv
The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,reservation,neutral,data/semeval_2014_absa.csv
Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,Service,positive,data/semeval_2014_absa.csv
Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,maitre,positive,data/semeval_2014_absa.csv
Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,reservation,negative,data/semeval_2014_absa.csv
"Order the panang duck, it's fantastic.",panang duck,positive,data/semeval_2014_absa.csv
"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",Food,conflict,data/semeval_2014_absa.csv
"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",raw vegatables,negative,data/semeval_2014_absa.csv
"Other than the crappy service from two individuals, it's great.",service,negative,data/semeval_2014_absa.csv
They have authentic Indian at amazin prices.,Indian,positive,data/semeval_2014_absa.csv
They have authentic Indian at amazin prices.,prices,positive,data/semeval_2014_absa.csv
Ambiance- relaxed and stylish.,Ambiance,positive,data/semeval_2014_absa.csv
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",BBQ Salmon,positive,data/semeval_2014_absa.csv
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",Sea Bass,positive,data/semeval_2014_absa.csv
"Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.",Crispy Duck,positive,data/semeval_2014_absa.csv
"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",ingredients,positive,data/semeval_2014_absa.csv
"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",pizza,negative,data/semeval_2014_absa.csv
"Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.",crust,neutral,data/semeval_2014_absa.csv
and yes Dal Bukhara is so dam good and so are all the kababs.,kababs,positive,data/semeval_2014_absa.csv
and yes Dal Bukhara is so dam good and so are all the kababs.,Dal Bukhara,positive,data/semeval_2014_absa.csv
I look forward to eating here again,eating,positive,data/semeval_2014_absa.csv
I've been coming here as a child and always come back for the taste.,taste,positive,data/semeval_2014_absa.csv
Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,meal,positive,data/semeval_2014_absa.csv
Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,price,positive,data/semeval_2014_absa.csv
"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",glass of prosecco,positive,data/semeval_2014_absa.csv
"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",mussels,positive,data/semeval_2014_absa.csv
"A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.",glass of Leaping Lizard,positive,data/semeval_2014_absa.csv
"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",Food,neutral,data/semeval_2014_absa.csv
"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",creme brulee,negative,data/semeval_2014_absa.csv
"Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.",sugar,negative,data/semeval_2014_absa.csv
The food always tastes fresh and served promptly.,food,positive,data/semeval_2014_absa.csv
The food always tastes fresh and served promptly.,served,positive,data/semeval_2014_absa.csv
The pizza here is delicious.,pizza,positive,data/semeval_2014_absa.csv
"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",Pizza,positive,data/semeval_2014_absa.csv
"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",delivery,positive,data/semeval_2014_absa.csv
"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!",garlic knots,positive,data/semeval_2014_absa.csv
"For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.",chinese food,positive,data/semeval_2014_absa.csv
But who says Murray's is anything about service.,service,neutral,data/semeval_2014_absa.csv
"This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.",food,negative,data/semeval_2014_absa.csv
Hats off to the chef.,chef,positive,data/semeval_2014_absa.csv
"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",Service,negative,data/semeval_2014_absa.csv
"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",teapot,positive,data/semeval_2014_absa.csv
"The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",pizza,positive,data/semeval_2014_absa.csv
